molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id
CHEMBL424114,,CHEMBL424114
CHEMBL424114,,CHEMBL424114
CHEMBL358116,,CHEMBL358116
CHEMBL358116,,CHEMBL358116
CHEMBL147370,,CHEMBL147370
CHEMBL147370,,CHEMBL147370
CHEMBL114280,,CHEMBL114280
CHEMBL319940,,CHEMBL319940
CHEMBL319940,,CHEMBL319940
CHEMBL144741,,CHEMBL144741
CHEMBL144741,,CHEMBL144741
CHEMBL146546,,CHEMBL146546
CHEMBL146546,,CHEMBL146546
CHEMBL342809,,CHEMBL342809
CHEMBL342809,,CHEMBL342809
CHEMBL329172,,CHEMBL329172
CHEMBL329172,,CHEMBL329172
CHEMBL146294,,CHEMBL146294
CHEMBL343654,,CHEMBL343654
CHEMBL343654,,CHEMBL343654
CHEMBL147779,,CHEMBL147779
CHEMBL147779,,CHEMBL147779
CHEMBL144072,,CHEMBL144072
CHEMBL144072,,CHEMBL144072
CHEMBL147485,,CHEMBL147485
CHEMBL147485,,CHEMBL147485
CHEMBL144490,,CHEMBL144490
CHEMBL144490,,CHEMBL144490
CHEMBL115652,,CHEMBL115652
CHEMBL356738,,CHEMBL356738
CHEMBL356738,,CHEMBL356738
CHEMBL336707,,CHEMBL336707
CHEMBL2112760,,CHEMBL2112760
CHEMBL154502,,CHEMBL154502
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542
CHEMBL139774,,CHEMBL139774
CHEMBL139774,,CHEMBL139774
CHEMBL112457,,CHEMBL1180057
CHEMBL115506,,CHEMBL1180160
CHEMBL140618,,CHEMBL140618
CHEMBL140618,,CHEMBL140618
CHEMBL143660,,CHEMBL143660
CHEMBL143660,,CHEMBL143660
CHEMBL116233,,CHEMBL1180187
CHEMBL348046,,CHEMBL348046
CHEMBL154231,,CHEMBL154231
CHEMBL143103,,CHEMBL143103
CHEMBL143103,,CHEMBL143103
CHEMBL143585,,CHEMBL143585
CHEMBL143585,,CHEMBL143585
CHEMBL112413,,CHEMBL1180053
CHEMBL111964,,CHEMBL1180033
CHEMBL115934,,CHEMBL1180175
CHEMBL153193,,CHEMBL153193
CHEMBL152072,,CHEMBL152072
CHEMBL143103,,CHEMBL143103
CHEMBL356486,,CHEMBL356486
CHEMBL356486,,CHEMBL356486
CHEMBL141070,,CHEMBL141070
CHEMBL141070,,CHEMBL141070
CHEMBL111909,,CHEMBL580142
CHEMBL143486,,CHEMBL143486
CHEMBL143486,,CHEMBL143486
CHEMBL435046,,CHEMBL435046
CHEMBL435046,,CHEMBL435046
CHEMBL113282,,CHEMBL1180091
CHEMBL346340,,CHEMBL346340
CHEMBL154039,,CHEMBL154039
CHEMBL139900,,CHEMBL139900
CHEMBL139900,,CHEMBL139900
CHEMBL157335,,CHEMBL157335
CHEMBL157390,,CHEMBL157390
CHEMBL152140,,CHEMBL152140
CHEMBL112170,,CHEMBL1180044
CHEMBL350230,,CHEMBL350230
CHEMBL341874,,CHEMBL341874
CHEMBL341874,,CHEMBL341874
CHEMBL305187,IFENPRODIL,CHEMBL305187
CHEMBL325063,,CHEMBL1183940
CHEMBL560,,CHEMBL560
CHEMBL560,,CHEMBL560
CHEMBL112957,,CHEMBL1180083
CHEMBL320801,,CHEMBL1183846
CHEMBL346456,,CHEMBL346456
CHEMBL336235,,CHEMBL336235
CHEMBL336235,,CHEMBL336235
CHEMBL113449,,CHEMBL1180095
CHEMBL344813,,CHEMBL344813
CHEMBL344813,,CHEMBL344813
CHEMBL152652,,CHEMBL152652
CHEMBL154446,,CHEMBL154446
CHEMBL143050,,CHEMBL143050
CHEMBL143050,,CHEMBL143050
CHEMBL153831,,CHEMBL153831
CHEMBL423548,,CHEMBL423548
CHEMBL423548,,CHEMBL423548
CHEMBL154452,,CHEMBL154452
CHEMBL153341,,CHEMBL153341
CHEMBL152847,,CHEMBL152847
CHEMBL346665,,CHEMBL346665
CHEMBL346665,,CHEMBL346665
CHEMBL544533,,CHEMBL1193170
CHEMBL542400,,CHEMBL1191322
CHEMBL552910,,CHEMBL1194591
CHEMBL538755,,CHEMBL1189437
CHEMBL553864,,CHEMBL1195115
CHEMBL542647,,CHEMBL1191537
CHEMBL2115560,,CHEMBL2115560
CHEMBL545697,,CHEMBL1194172
CHEMBL544532,,CHEMBL1193169
CHEMBL2115519,,CHEMBL2115519
CHEMBL552858,,CHEMBL1194558
CHEMBL543344,,CHEMBL1192158
CHEMBL544055,,CHEMBL1192762
CHEMBL539518,,CHEMBL1189799
CHEMBL539526,,CHEMBL1189807
CHEMBL542399,,CHEMBL1191321
CHEMBL539007,,CHEMBL1189563
CHEMBL542646,,CHEMBL1191536
CHEMBL543823,,CHEMBL1192567
CHEMBL543822,,CHEMBL1192566
CHEMBL308284,,CHEMBL308284
CHEMBL74613,,CHEMBL74613
CHEMBL75301,,CHEMBL75301
CHEMBL75036,,CHEMBL75036
CHEMBL308529,,CHEMBL308529
CHEMBL122334,HYDANTOIN,CHEMBL122334
CHEMBL307930,,CHEMBL307930
CHEMBL75300,,CHEMBL75300
CHEMBL74729,,CHEMBL74729
CHEMBL76351,,CHEMBL76351
CHEMBL308373,,CHEMBL308373
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542
CHEMBL75037,,CHEMBL75037
CHEMBL306494,,CHEMBL306494
CHEMBL307882,,CHEMBL307882
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433
CHEMBL309356,,CHEMBL309356
CHEMBL73529,,CHEMBL73529
CHEMBL73824,,CHEMBL73824
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL310240,,CHEMBL310240
CHEMBL309062,,CHEMBL309062
CHEMBL78100,,CHEMBL78100
CHEMBL74753,,CHEMBL74753
CHEMBL70807,,CHEMBL70807
CHEMBL311621,,CHEMBL311621
CHEMBL306586,,CHEMBL306586
CHEMBL75160,,CHEMBL75160
CHEMBL76516,,CHEMBL76516
CHEMBL308287,,CHEMBL308287
CHEMBL76336,,CHEMBL76336
CHEMBL20377,,CHEMBL20377
CHEMBL75052,,CHEMBL75052
CHEMBL75938,,CHEMBL75938
CHEMBL121919,"5,6,7,8-TETRAHYDROISOQUINOLINE",CHEMBL121919
CHEMBL269438,,CHEMBL269438
CHEMBL74031,,CHEMBL74031
CHEMBL20517,,CHEMBL20517
CHEMBL277462,,CHEMBL277462
CHEMBL20377,,CHEMBL20377
CHEMBL20768,,CHEMBL20768
CHEMBL19315,,CHEMBL19315
CHEMBL19355,,CHEMBL19355
CHEMBL20976,,CHEMBL20976
CHEMBL278525,,CHEMBL278525
CHEMBL282069,,CHEMBL282069
CHEMBL19544,,CHEMBL19544
CHEMBL20108,,CHEMBL20108
CHEMBL21023,,CHEMBL21023
CHEMBL277927,,CHEMBL277927
CHEMBL560,,CHEMBL560
CHEMBL281619,,CHEMBL281619
CHEMBL283775,,CHEMBL283775
CHEMBL20188,,CHEMBL20188
CHEMBL434393,,CHEMBL434393
CHEMBL20807,,CHEMBL20807
CHEMBL20153,,CHEMBL20153
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433
CHEMBL19541,,CHEMBL19541
CHEMBL19985,,CHEMBL19985
CHEMBL147585,,CHEMBL147585
CHEMBL20337,,CHEMBL20337
CHEMBL280111,,CHEMBL280111
CHEMBL280160,,CHEMBL280160
CHEMBL277466,,CHEMBL277466
CHEMBL19850,,CHEMBL19850
CHEMBL20626,,CHEMBL20626
CHEMBL19803,,CHEMBL19803
CHEMBL20302,,CHEMBL20302
CHEMBL19797,,CHEMBL19797
CHEMBL19628,,CHEMBL19628
CHEMBL20355,,CHEMBL20355
CHEMBL19920,,CHEMBL19920
CHEMBL19841,,CHEMBL19841
CHEMBL20537,,CHEMBL20537
CHEMBL19314,,CHEMBL19314
CHEMBL19878,,CHEMBL19878
CHEMBL19802,,CHEMBL19802
CHEMBL19988,,CHEMBL19988
CHEMBL20036,,CHEMBL20036
CHEMBL20700,,CHEMBL20700
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542
CHEMBL280359,,CHEMBL280359
CHEMBL19638,,CHEMBL19638
CHEMBL19637,,CHEMBL19637
CHEMBL416730,,CHEMBL416730
CHEMBL19082,,CHEMBL19082
CHEMBL20804,,CHEMBL20804
CHEMBL20348,,CHEMBL20348
CHEMBL278585,,CHEMBL278585
CHEMBL19934,,CHEMBL19934
CHEMBL436542,,CHEMBL436542
CHEMBL20166,,CHEMBL20166
CHEMBL41,FLUOXETINE,CHEMBL41
CHEMBL267930,SPIPERONE,CHEMBL267930
CHEMBL317029,,CHEMBL317029
CHEMBL129768,,CHEMBL129768
CHEMBL49,BUSPIRONE,CHEMBL49
CHEMBL134109,,CHEMBL134109
CHEMBL320435,,CHEMBL320435
CHEMBL26320,,CHEMBL26320
CHEMBL143612,,CHEMBL143612
CHEMBL140104,,CHEMBL140104
CHEMBL142522,,CHEMBL142522
CHEMBL51,KETANSERIN,CHEMBL51
CHEMBL105645,,CHEMBL105645
CHEMBL104622,,CHEMBL104622
CHEMBL140054,,CHEMBL140054
CHEMBL143407,,CHEMBL143407
CHEMBL415284,NALORPHINE,CHEMBL415284
CHEMBL415284,NALORPHINE,CHEMBL415284
CHEMBL415284,NALORPHINE,CHEMBL415284
CHEMBL415284,NALORPHINE,CHEMBL415284
CHEMBL781,MAZINDOL,CHEMBL781
CHEMBL142617,,CHEMBL142617
CHEMBL348432,,CHEMBL348432
CHEMBL279676,TENOCYCLIDINE,CHEMBL279676
CHEMBL279676,TENOCYCLIDINE,CHEMBL279676
CHEMBL104945,,CHEMBL104945
CHEMBL275707,RIMCAZOLE,CHEMBL275707
CHEMBL42055,E-FLUPENTIXOL,CHEMBL42055
CHEMBL597,PHENTOLAMINE,CHEMBL597
CHEMBL62,SCH-23390,CHEMBL62
CHEMBL346409,,CHEMBL346409
CHEMBL142518,,CHEMBL142518
CHEMBL105645,,CHEMBL105645
CHEMBL134215,,CHEMBL134215
CHEMBL53,APOMORPHINE,CHEMBL53
CHEMBL53,APOMORPHINE,CHEMBL53
CHEMBL53,APOMORPHINE,CHEMBL53
CHEMBL3,NICOTINE,CHEMBL3
CHEMBL133847,,CHEMBL133847
CHEMBL142041,,CHEMBL142041
CHEMBL80,NALOXONE,CHEMBL80
CHEMBL80,NALOXONE,CHEMBL80
CHEMBL104945,,CHEMBL104945
CHEMBL143846,,CHEMBL143846
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433
CHEMBL104622,,CHEMBL104622
CHEMBL54661,Z-FLUPENTIXOL,CHEMBL54661
CHEMBL1255588,,CHEMBL1255588
CHEMBL104444,,CHEMBL104444
CHEMBL104945,,CHEMBL104945
CHEMBL141876,,CHEMBL141876
CHEMBL275528,PHENCYCLIDINE,CHEMBL275528
CHEMBL275528,PHENCYCLIDINE,CHEMBL275528
CHEMBL275528,PHENCYCLIDINE,CHEMBL275528
CHEMBL275528,PHENCYCLIDINE,CHEMBL275528
CHEMBL320190,,CHEMBL320190
CHEMBL1065,METHYSERGIDE,CHEMBL1065
CHEMBL342120,,CHEMBL342120
CHEMBL102119,,CHEMBL102119
CHEMBL342121,,CHEMBL342121
CHEMBL357008,,CHEMBL357008
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL284237,DIZOCILPINE,CHEMBL284237
CHEMBL284237,DIZOCILPINE,CHEMBL284237
CHEMBL358758,,CHEMBL358758
CHEMBL323287,,CHEMBL323287
CHEMBL281594,VANOXERINE,CHEMBL281594
CHEMBL275707,RIMCAZOLE,CHEMBL275707
CHEMBL275707,RIMCAZOLE,CHEMBL275707
CHEMBL275707,RIMCAZOLE,CHEMBL275707
CHEMBL142337,,CHEMBL142337
CHEMBL26,SULPIRIDE,CHEMBL26
CHEMBL26,SULPIRIDE,CHEMBL26
CHEMBL282567,PROADIFEN,CHEMBL282567
CHEMBL143648,,CHEMBL143648
CHEMBL415284,NALORPHINE,CHEMBL415284
CHEMBL415284,NALORPHINE,CHEMBL415284
CHEMBL415284,NALORPHINE,CHEMBL415284
CHEMBL415284,NALORPHINE,CHEMBL415284
CHEMBL317029,,CHEMBL317029
CHEMBL18786,CINANSERIN,CHEMBL18786
CHEMBL87321,,CHEMBL87321
CHEMBL60859,BMY-14802,CHEMBL60859
CHEMBL320435,,CHEMBL320435
CHEMBL143750,,CHEMBL143750
CHEMBL143039,,CHEMBL143039
CHEMBL60859,BMY-14802,CHEMBL60859
CHEMBL60859,BMY-14802,CHEMBL60859
CHEMBL141882,,CHEMBL141882
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL142953,,CHEMBL142953
CHEMBL356790,,CHEMBL356790
CHEMBL555900,,CHEMBL1196094
CHEMBL556831,,CHEMBL1196414
CHEMBL545457,,CHEMBL1193966
CHEMBL542395,,CHEMBL1191317
CHEMBL543343,,CHEMBL1192157
CHEMBL542877,,CHEMBL1191738
CHEMBL152426,,CHEMBL152426
CHEMBL152426,,CHEMBL152426
CHEMBL545693,,CHEMBL1194168
CHEMBL55873,,CHEMBL55873
CHEMBL55010,,CHEMBL55010
CHEMBL540285,,CHEMBL1190152
CHEMBL356909,,CHEMBL356909
CHEMBL356909,,CHEMBL356909
CHEMBL276500,,CHEMBL276500
CHEMBL553784,,CHEMBL1195060
CHEMBL545454,,CHEMBL1193963
CHEMBL544761,,CHEMBL1193368
CHEMBL293059,,CHEMBL293059
CHEMBL543587,,CHEMBL1192363
CHEMBL553372,,CHEMBL1194838
CHEMBL543344,,CHEMBL1192158
CHEMBL349793,,CHEMBL349793
CHEMBL349793,,CHEMBL349793
CHEMBL152478,,CHEMBL152478
CHEMBL152478,,CHEMBL152478
CHEMBL542398,,CHEMBL1191320
CHEMBL346153,,CHEMBL346153
CHEMBL346153,,CHEMBL346153
CHEMBL142596,,CHEMBL142596
CHEMBL142596,,CHEMBL142596
CHEMBL556035,,CHEMBL1196171
CHEMBL554415,,CHEMBL1195367
CHEMBL442356,,CHEMBL442356
CHEMBL299499,,CHEMBL299499
CHEMBL552631,,CHEMBL1194425
CHEMBL553666,,CHEMBL1194992
CHEMBL545695,,CHEMBL1194170
CHEMBL301623,,CHEMBL301623
CHEMBL539521,,CHEMBL1189802
CHEMBL540033,,CHEMBL1190037
CHEMBL542148,,CHEMBL1191100
CHEMBL154397,,CHEMBL154397
CHEMBL154397,,CHEMBL154397
CHEMBL20377,,CHEMBL20377
CHEMBL20377,,CHEMBL20377
CHEMBL81602,,CHEMBL81602
CHEMBL81602,,CHEMBL81602
CHEMBL552687,,CHEMBL1194466
CHEMBL543111,,CHEMBL1191943
CHEMBL543591,,CHEMBL1192367
CHEMBL69259,,CHEMBL1179312
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542
CHEMBL55970,,CHEMBL55970
CHEMBL556133,,CHEMBL1196200
CHEMBL540799,,CHEMBL1190393
CHEMBL151136,,CHEMBL151136
CHEMBL151136,,CHEMBL151136
CHEMBL292668,,CHEMBL292668
CHEMBL538248,,CHEMBL1189188
CHEMBL553500,,CHEMBL1194885
CHEMBL553288,,CHEMBL1194774
CHEMBL543109,,CHEMBL1191941
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433
CHEMBL559021,,CHEMBL1197025
CHEMBL541055,,CHEMBL1190522
CHEMBL540538,,CHEMBL1190268
CHEMBL292450,,CHEMBL292450
CHEMBL53380,,CHEMBL53380
CHEMBL54407,,CHEMBL54407
CHEMBL413257,,CHEMBL413257
CHEMBL553082,,CHEMBL1194672
CHEMBL544996,,CHEMBL1193567
CHEMBL540028,,CHEMBL1190032
CHEMBL541817,,CHEMBL1190888
CHEMBL555614,,CHEMBL1195933
CHEMBL358109,,CHEMBL358109
CHEMBL358109,,CHEMBL358109
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL545222,,CHEMBL1193760
CHEMBL152618,,CHEMBL152618
CHEMBL152618,,CHEMBL152618
CHEMBL153758,,CHEMBL153758
CHEMBL153758,,CHEMBL153758
CHEMBL152057,,CHEMBL152057
CHEMBL152057,,CHEMBL152057
CHEMBL55769,,CHEMBL55769
CHEMBL331006,,CHEMBL331006
CHEMBL331006,,CHEMBL331006
CHEMBL119698,,CHEMBL119698
CHEMBL119698,,CHEMBL119698
CHEMBL77906,,CHEMBL77906
CHEMBL77906,,CHEMBL77906
CHEMBL320828,,CHEMBL320828
CHEMBL73818,,CHEMBL73818
CHEMBL73818,,CHEMBL73818
CHEMBL119047,,CHEMBL119047
CHEMBL119047,,CHEMBL119047
CHEMBL119889,,CHEMBL119889
CHEMBL119889,,CHEMBL119889
CHEMBL119485,,CHEMBL119485
CHEMBL119485,,CHEMBL119485
CHEMBL75444,,CHEMBL75444
CHEMBL75444,,CHEMBL75444
CHEMBL77220,,CHEMBL77220
CHEMBL77220,,CHEMBL77220
CHEMBL285203,,CHEMBL285203
CHEMBL285203,,CHEMBL285203
CHEMBL424606,,CHEMBL424606
CHEMBL424606,,CHEMBL424606
CHEMBL117898,,CHEMBL117898
CHEMBL117898,,CHEMBL117898
CHEMBL419822,,CHEMBL419822
CHEMBL419822,,CHEMBL419822
CHEMBL333840,,CHEMBL333840
CHEMBL333840,,CHEMBL333840
CHEMBL119811,,CHEMBL119811
CHEMBL119811,,CHEMBL119811
CHEMBL331500,,CHEMBL331500
CHEMBL331500,,CHEMBL331500
CHEMBL115582,,CHEMBL115582
CHEMBL115582,,CHEMBL115582
CHEMBL119725,,CHEMBL119725
CHEMBL119725,,CHEMBL119725
CHEMBL53325,,CHEMBL53325
CHEMBL53325,,CHEMBL53325
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542
CHEMBL117898,,CHEMBL117898
CHEMBL117898,,CHEMBL117898
CHEMBL316988,,CHEMBL316988
CHEMBL321329,,CHEMBL321329
CHEMBL102999,,CHEMBL102999
CHEMBL117695,,CHEMBL117695
CHEMBL117695,,CHEMBL117695
CHEMBL103519,,CHEMBL103519
CHEMBL430466,,CHEMBL430466
CHEMBL332593,,CHEMBL332593
CHEMBL332593,,CHEMBL332593
CHEMBL75878,,CHEMBL75878
CHEMBL75878,,CHEMBL75878
CHEMBL73854,,CHEMBL73854
CHEMBL73854,,CHEMBL73854
CHEMBL75372,,CHEMBL75372
CHEMBL75372,,CHEMBL75372
CHEMBL102474,,CHEMBL102474
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL118289,,CHEMBL118289
CHEMBL118289,,CHEMBL118289
CHEMBL75286,,CHEMBL75286
CHEMBL75286,,CHEMBL75286
CHEMBL104834,,CHEMBL104834
CHEMBL116710,,CHEMBL116710
CHEMBL116710,,CHEMBL116710
CHEMBL325619,,CHEMBL325619
CHEMBL325619,,CHEMBL325619
CHEMBL2303661,,CHEMBL2303661
CHEMBL117898,,CHEMBL117898
CHEMBL117898,,CHEMBL117898
CHEMBL306365,,CHEMBL306365
CHEMBL306365,,CHEMBL306365
CHEMBL74811,,CHEMBL74811
CHEMBL74811,,CHEMBL74811
CHEMBL306318,,CHEMBL306318
CHEMBL306318,,CHEMBL306318
CHEMBL76758,,CHEMBL76758
CHEMBL76758,,CHEMBL76758
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433
CHEMBL325845,,CHEMBL325845
CHEMBL325845,,CHEMBL325845
CHEMBL117898,,CHEMBL117898
CHEMBL117898,,CHEMBL117898
CHEMBL74803,,CHEMBL74803
CHEMBL74803,,CHEMBL74803
CHEMBL77817,,CHEMBL77817
CHEMBL77817,,CHEMBL77817
CHEMBL119048,,CHEMBL119048
CHEMBL119048,,CHEMBL119048
CHEMBL323910,,CHEMBL323910
CHEMBL323910,,CHEMBL323910
CHEMBL73633,,CHEMBL73633
CHEMBL73633,,CHEMBL73633
CHEMBL117748,,CHEMBL117748
CHEMBL117748,,CHEMBL117748
CHEMBL118665,,CHEMBL118665
CHEMBL118665,,CHEMBL118665
CHEMBL118288,,CHEMBL118288
CHEMBL118288,,CHEMBL118288
CHEMBL331611,,CHEMBL331611
CHEMBL331611,,CHEMBL331611
CHEMBL75608,,CHEMBL75608
CHEMBL75608,,CHEMBL75608
CHEMBL75228,1-PHENETHYLPIPERIDINE,CHEMBL75228
CHEMBL75228,1-PHENETHYLPIPERIDINE,CHEMBL75228
CHEMBL75555,,CHEMBL75555
CHEMBL75555,,CHEMBL75555
CHEMBL77812,,CHEMBL77812
CHEMBL77812,,CHEMBL77812
CHEMBL119495,,CHEMBL119495
CHEMBL119495,,CHEMBL119495
CHEMBL332035,,CHEMBL332035
CHEMBL332035,,CHEMBL332035
CHEMBL116711,,CHEMBL116711
CHEMBL116711,,CHEMBL116711
CHEMBL103065,,CHEMBL103065
CHEMBL119409,,CHEMBL119409
CHEMBL119409,,CHEMBL119409
CHEMBL119804,,CHEMBL119804
CHEMBL119804,,CHEMBL119804
CHEMBL325168,,CHEMBL325168
CHEMBL325168,,CHEMBL325168
CHEMBL101909,,CHEMBL101909
CHEMBL104992,,CHEMBL104992
CHEMBL101510,,CHEMBL101510
CHEMBL101510,,CHEMBL101510
CHEMBL35711,,CHEMBL35711
CHEMBL35711,,CHEMBL35711
CHEMBL116207,,CHEMBL116207
CHEMBL116207,,CHEMBL116207
CHEMBL74499,,CHEMBL74499
CHEMBL74499,,CHEMBL74499
CHEMBL307839,,CHEMBL307839
CHEMBL307839,,CHEMBL307839
CHEMBL285541,,CHEMBL285541
CHEMBL285541,,CHEMBL285541
CHEMBL309064,,CHEMBL309064
CHEMBL309064,,CHEMBL309064
CHEMBL74723,,CHEMBL74723
CHEMBL74723,,CHEMBL74723
CHEMBL103849,,CHEMBL103849
CHEMBL118445,,CHEMBL118445
CHEMBL118445,,CHEMBL118445
CHEMBL117567,,CHEMBL117567
CHEMBL117567,,CHEMBL117567
CHEMBL36645,,CHEMBL36645
CHEMBL36645,,CHEMBL36645
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL102695,,CHEMBL102695
CHEMBL177829,,CHEMBL177829
CHEMBL177829,,CHEMBL177829
CHEMBL118276,,CHEMBL118276
CHEMBL118276,,CHEMBL118276
CHEMBL38130,,CHEMBL38130
CHEMBL38130,,CHEMBL38130
CHEMBL433022,,CHEMBL433022
CHEMBL433022,,CHEMBL433022
CHEMBL442395,,CHEMBL442395
CHEMBL442395,,CHEMBL442395
CHEMBL74858,,CHEMBL74858
CHEMBL74858,,CHEMBL74858
CHEMBL74080,,CHEMBL74080
CHEMBL74080,,CHEMBL74080
CHEMBL75480,,CHEMBL75480
CHEMBL75480,,CHEMBL75480
CHEMBL308816,,CHEMBL308816
CHEMBL308816,,CHEMBL308816
CHEMBL324092,,CHEMBL324092
CHEMBL324092,,CHEMBL324092
CHEMBL106437,,CHEMBL106437
CHEMBL38152,,CHEMBL38152
CHEMBL38152,,CHEMBL38152
CHEMBL346389,,CHEMBL346389
CHEMBL346389,,CHEMBL346389
CHEMBL119075,,CHEMBL119075
CHEMBL119075,,CHEMBL119075
CHEMBL306133,,CHEMBL306133
CHEMBL306133,,CHEMBL306133
CHEMBL119867,,CHEMBL119867
CHEMBL119867,,CHEMBL119867
CHEMBL73964,,CHEMBL73964
CHEMBL73964,,CHEMBL73964
CHEMBL316797,,CHEMBL316797
CHEMBL178650,,CHEMBL178650
CHEMBL178650,,CHEMBL178650
CHEMBL178650,,CHEMBL178650
CHEMBL178700,,CHEMBL178700
CHEMBL178700,,CHEMBL178700
CHEMBL178700,,CHEMBL178700
CHEMBL179397,,CHEMBL179397
CHEMBL179397,,CHEMBL179397
CHEMBL179397,,CHEMBL179397
CHEMBL179062,,CHEMBL179062
CHEMBL179062,,CHEMBL179062
CHEMBL179062,,CHEMBL179062
CHEMBL434905,,CHEMBL434905
CHEMBL434905,,CHEMBL434905
CHEMBL434905,,CHEMBL434905
CHEMBL178519,,CHEMBL178519
CHEMBL178519,,CHEMBL178519
CHEMBL178519,,CHEMBL178519
CHEMBL426958,,CHEMBL426958
CHEMBL426958,,CHEMBL426958
CHEMBL426958,,CHEMBL426958
CHEMBL178924,,CHEMBL178924
CHEMBL178924,,CHEMBL178924
CHEMBL179697,,CHEMBL179697
CHEMBL179697,,CHEMBL179697
CHEMBL179697,,CHEMBL179697
CHEMBL180119,,CHEMBL180119
CHEMBL180119,,CHEMBL180119
CHEMBL180119,,CHEMBL180119
CHEMBL179530,,CHEMBL179530
CHEMBL179530,,CHEMBL179530
CHEMBL179530,,CHEMBL179530
CHEMBL178680,,CHEMBL178680
CHEMBL178680,,CHEMBL178680
CHEMBL178680,,CHEMBL178680
CHEMBL179371,,CHEMBL179371
CHEMBL179371,,CHEMBL179371
CHEMBL179371,,CHEMBL179371
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL369091,,CHEMBL369091
CHEMBL369091,,CHEMBL369091
CHEMBL369091,,CHEMBL369091
CHEMBL362699,,CHEMBL362699
CHEMBL362699,,CHEMBL362699
CHEMBL362699,,CHEMBL362699
CHEMBL360351,,CHEMBL360351
CHEMBL360351,,CHEMBL360351
CHEMBL360351,,CHEMBL360351
CHEMBL179648,,CHEMBL179648
CHEMBL179648,,CHEMBL179648
CHEMBL179648,,CHEMBL179648
CHEMBL359663,,CHEMBL359663
CHEMBL359663,,CHEMBL359663
CHEMBL359663,,CHEMBL359663
CHEMBL180180,,CHEMBL180180
CHEMBL180180,,CHEMBL180180
CHEMBL180180,,CHEMBL180180
CHEMBL178988,,CHEMBL178988
CHEMBL178988,,CHEMBL178988
CHEMBL178988,,CHEMBL178988
CHEMBL425867,,CHEMBL425867
CHEMBL425867,,CHEMBL425867
CHEMBL425867,,CHEMBL425867
CHEMBL178600,,CHEMBL178600
CHEMBL178600,,CHEMBL178600
CHEMBL178600,,CHEMBL178600
CHEMBL179651,,CHEMBL179651
CHEMBL179651,,CHEMBL179651
CHEMBL179651,,CHEMBL179651
CHEMBL276784,,CHEMBL276784
CHEMBL276784,,CHEMBL276784
CHEMBL276784,,CHEMBL276784
CHEMBL179145,,CHEMBL179145
CHEMBL179145,,CHEMBL179145
CHEMBL179145,,CHEMBL179145
CHEMBL180327,,CHEMBL180327
CHEMBL180327,,CHEMBL180327
CHEMBL180327,,CHEMBL180327
CHEMBL179808,,CHEMBL179808
CHEMBL179808,,CHEMBL179808
CHEMBL179808,,CHEMBL179808
CHEMBL179373,,CHEMBL179373
CHEMBL179373,,CHEMBL179373
CHEMBL179373,,CHEMBL179373
CHEMBL369133,,CHEMBL369133
CHEMBL369133,,CHEMBL369133
CHEMBL369133,,CHEMBL369133
CHEMBL365055,,CHEMBL365055
CHEMBL7393,,CHEMBL7393
CHEMBL633,AMIODARONE,CHEMBL633
CHEMBL361085,,CHEMBL361085
CHEMBL110739,CORTICOSTERONE,CHEMBL110739
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433
CHEMBL187615,,CHEMBL187615
CHEMBL187829,LEVEMOPAMIL,CHEMBL187829
CHEMBL954,ENCLOMIPHENE,CHEMBL954
